bottle,time,final_weight
592,1718714870,25.67169294879523
593,1718714874,24.946679952642057
594,1718714878,24.545576151995355
595,1718714882,25.084031180786248
596,1718714886,25.17121597262178
597,1718714890,25.952749086048552
598,1718714894,25.19954848521062
599,1718714898,24.63339395729478
600,1718714902,25.03993426246906
601,1718714906,14.947704310002454
602,1718714910,14.631087907084186
603,1718714914,14.981069325910056
604,1718714918,15.072266802389251
605,1718714922,15.161599411851267
606,1718714926,14.80604822055203
607,1718714930,14.875411759678133
608,1718714934,15.245255871832164
609,1718714938,15.192500134916976
610,1718714942,15.350122269044641
611,1718714946,15.332869372064952
612,1718714950,15.224187139494132
613,1718714954,35.4400226742074
614,1718714958,35.08615265159264
615,1718714962,35.02657952650788
616,1718714966,34.578322553192265
617,1718714970,35.384744694470356
618,1718714974,35.073384176265485
619,1718714978,34.05030334867723
620,1718714982,34.5717115571119
621,1718714986,34.85918555224677
622,1718714990,34.696407641469136
623,1718714994,34.241374735171945
624,1718714998,34.30486528833787
625,1718715002,35.31247428264043
626,1718715006,34.797284407444664
627,1718715010,20.18229021547172
628,1718715014,19.804367754167696
629,1718715018,19.96334788034043
630,1718715022,20.050871510627474
631,1718715026,20.315525582393896
632,1718715030,19.824749359185898
633,1718715034,19.671740058522666
634,1718715038,20.383939535231587
635,1718715042,19.59452213494501
636,1718715046,19.972342381952647
637,1718715050,20.25435472009893
638,1718715054,19.663810745957118
639,1718715058,19.98551419004353
640,1718715062,19.42319212085783
641,1718715066,20.128567096427957
642,1718715070,20.0380483039292
643,1718715074,19.849490476077644
644,1718715078,30.292765642825742
645,1718715082,29.297061662385808
646,1718715086,29.168281529429603
647,1718715090,29.527362403837337
648,1718715094,29.348875264523297
649,1718715098,30.162584327632796
650,1718715102,30.391184557987174
651,1718715106,30.16455071953242
652,1718715110,30.081516172501132
653,1718715114,9.746895602788507
654,1718715118,10.154121516787711
655,1718715122,9.672174720623003
656,1718715126,10.145327514405679
657,1718715130,9.908526852386498
658,1718715134,10.276711245868666
659,1718715138,10.077297817355323
660,1718715142,10.01145842780095
661,1718715146,10.009452816144897
662,1718715150,10.440926922963168
663,1718715154,10.135588315413415
664,1718715158,10.099076964612761
665,1718715162,10.193265784615338
666,1718715166,10.595333690468772
667,1718715170,9.593378266268564
668,1718715174,10.030974226678158
669,1718715178,10.021648722030783
670,1718715182,10.218480534147266
671,1718715186,10.187941444978774
672,1718715190,25.03049120013241
673,1718715194,24.694905297979133
674,1718715198,25.316884518003306
675,1718715202,25.21117271792939
676,1718715206,25.19248462815453
677,1718715210,25.464199611828782
678,1718715214,24.93477726458844
679,1718715218,25.409311759199362
680,1718715222,24.6341566272891
681,1718715226,24.861976655309498
682,1718715230,25.34410357098989
683,1718715234,24.201354535007837
684,1718715238,24.88604437824487
685,1718715242,26.161829000525586
686,1718715246,25.226120019210477
687,1718715250,24.895473312876568
688,1718715254,24.990163807909994
689,1718715258,25.002026413931347
690,1718715262,24.889296904088482
691,1718715266,25.331365950563736
692,1718715270,24.855109918204256
693,1718715274,24.86591708383602
694,1718715278,25.45058451912874
695,1718715282,25.193361696237133
696,1718715286,24.863416061209918
697,1718715290,24.667162933432166
698,1718715294,24.74206410483552
699,1718715298,25.731671166870786
700,1718715302,24.70082622559528
701,1718715306,24.371689089433417
702,1718715310,24.882763411564035
703,1718715314,44.80840494394123
704,1718715318,45.223522430893425
705,1718715322,44.55417047730677
706,1718715326,45.01417591063118
707,1718715330,45.28298967287293
708,1718715334,45.54282711475387
709,1718715338,44.88180164171549
710,1718715342,45.317089995968686
711,1718715346,44.74891099575522
712,1718715350,44.40780081988147
713,1718715354,44.00917352548497
714,1718715358,44.72123595311763
715,1718715362,45.49894203991808
716,1718715366,44.37303359001521
717,1718715370,44.77647887209258
718,1718715374,44.99932606163999
719,1718715378,44.9000907649065
720,1718715382,45.68225356035161
721,1718715386,45.009947096541126
722,1718715390,45.61953295745191
723,1718715394,45.32568510349117
724,1718715398,34.66784696681994
725,1718715402,19.99917689267718
726,1718715406,19.83748770719996
727,1718715410,19.962150136887924
728,1718715414,20.016564631959238
729,1718715418,19.23002879324228
730,1718715422,20.664919830540132
731,1718715426,19.760217231961455
732,1718715430,19.639090332352136
733,1718715434,19.88575479586481
734,1718715438,19.920321094869347
735,1718715442,20.276291689298382
736,1718715446,19.9155345415376
737,1718715450,20.2367697513154
738,1718715454,19.806065543157928
739,1718715458,20.172889327132506
740,1718715462,20.460840988357013
741,1718715466,30.22463157628664
742,1718715470,9.818151415928073
743,1718715474,9.821579392124823
744,1718715478,9.564693353621498
745,1718715482,9.701001613738981
746,1718715486,10.030320009112284
747,1718715490,10.244150034661686
748,1718715494,9.44488302962269
749,1718715498,10.032084396014852
750,1718715502,10.194020769454427
751,1718715506,10.24549579650139
752,1718715510,10.451297768456902
753,1718715514,10.250694868881952
754,1718715518,10.237181488550648
755,1718715522,10.100603201274783
756,1718715526,10.345224596879204
757,1718715530,9.570977859276033
758,1718715534,10.467349269668958
759,1718715538,9.635466146056473
760,1718715542,9.707041942136959
761,1718715546,9.981045706534443
762,1718715550,9.799564748924992
763,1718715554,10.206982484786618
