bottle,mean_vibration,is_cracked
713,0.014005745820600001,0
714,0.014563599064799995,0
715,0.012984000231600007,0
716,-0.004188216067199992,0
717,-0.00848002561660003,0
718,-0.004549435042400024,0
719,0.01624458836860002,0
720,-0.00643331955480001,0
721,-0.02090623965480001,0
722,-0.022506956880399998,0
723,-0.008344172322199991,0
724,0.004476216294600002,0
725,0.0090291636068,0
726,-0.005552877766399991,0
727,0.002929642398599972,0
728,-0.003133161754599996,0
729,-0.004873522325199993,0
730,-0.0033272493235999754,0
731,-0.02210681466019998,0
732,0.002445361151999997,0
733,0.0005330432070000359,0
734,0.002052721613799992,0
735,0.009359653501599986,0
736,-0.0063712222323999935,0
737,-0.0120796983362,0
738,-0.004815520795600001,0
739,0.010087707867799998,0
740,0.005482531351600006,0
741,0.015811672314599984,0
742,-0.0034448178645999834,0
743,-0.048176697886,0
744,0.033431651725599996,0
745,-0.015433855569800002,0
746,0.0273554885284,0
747,0.010860852732999998,0
748,0.0033728994340000078,0
749,-0.0122695568358,0
750,-0.011006289133200021,1
751,0.009050485381799981,0
752,-0.026008203410999995,0
753,0.014288537943600006,0
754,-0.00474715037640001,0
755,0.00831061147080002,0
756,0.01646753070100001,0
757,0.01692359459619997,0
758,0.006974207270400019,1
759,-0.013501324646800017,0
760,0.013449233823200018,0
761,-0.003415980035800004,0
762,0.0005695387422000167,0
763,-0.0024536623596000274,0
